ID ,TICKER,CUSIP   ,NAME                             ,HBTA,BETA,SRISK%,TRISK%,VOLTILTY,MOMENTUM,SIZE    ,SIZENONL,TRADEACT,GROWTH  ,EARNYLD ,VALUE   ,EARNVAR ,LEVERAGE,CURRSEN ,YIELD   ,NONESTU ,INDNAME1,IND1,WGT1%,INDNAME2,IND2,WGT2%,INDNAME3,IND3,WGT3%,INDNAME4,IND4,WGT4%,INDNAME5,IND5,WGT5%,PRICE   ,CAPITALIZATION  ,YLD%  ,SAP500,SAPVAL,SAPGRO,MIDCAP,MIDVAL,MIDGRO,SC600 ,SCVAL ,SCGRO ,E3ESTU,INTRA_MONTH_ADDITION
USAM111,MEDL  ,55278N10,MEDL MOBILE HLDGS INC            , 1.748, 2.014,  54.035,  67.461, 4.667,-2.435,-5.020,-5.066,-2.334, 3.459,-3.080,-1.131, 1.517, 0.848,-3.017,-1.050, 1.000,CMPTRSW ,  41, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.325,      14431625.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM171,CMT   ,21868310,CORE MOLDING TECHNOLOGIES INC    , 1.916, 1.249,  28.238,  37.832, 1.314,-0.406,-4.752,-5.066,-2.024,-0.384, 1.567, 1.379, 0.635, 0.682,-0.088,-1.050, 1.000,CHEMICAL,   4, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     9.360,      68655600.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM1F1,SEIC  ,78411710,SEI INVESTMENTS CO               , 1.171, 1.188,  15.801,  25.158, 0.315, 0.266,-1.436,-0.179,-1.243,-0.280,-0.287,-0.591,-0.383,-0.540, 0.031, 0.428, 0.000,SECASSET,  51,  77,INFOSVCS,  45,  23,        ,   0,   0,        ,   0,   0,        ,   0,   0,    29.760,    5130743040.000,   3.055,     0,     0,     0,     1,     1,     1,     0,     0,     0,     1,     0
USAM1O1,SLI   ,78441310,S L INDS INC                     , 2.117, 1.481,  31.600,  43.190, 2.406, 1.944,-4.314,-5.066,-1.895,-0.420, 1.150, 0.081, 0.408, 0.182,-1.214,-1.050, 1.000,HEAVYELC,  27, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    23.500,      97243000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM1S1,PGNT  ,69912T10,PARAGON TECHNOLOGIES INC         , 0.372, 1.378,  26.736,  37.993, 1.086,-1.165,-5.020,-5.066,-2.405, 0.154,-0.913, 2.479, 1.736, 0.794, 0.842,-1.050, 1.000,INDPART ,  29, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     3.050,       4739700.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM1U1,SJW   ,78430510,SJW CORP                         , 0.525, 0.644,  16.220,  21.941,-0.111,-0.285,-3.155,-2.878,-1.651,-0.416,-0.349, 0.291,-0.219, 0.819,-0.969, 0.298, 1.000,GASUTIL ,  31,  96,CONSTRUC,  19,   4,        ,   0,   0,        ,   0,   0,        ,   0,   0,    26.150,     526582550.000,   2.787,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM1V1,SKFRY ,78437540,SKF AB                           , 1.592, 1.313,  15.338,  27.465, 0.704, 0.075,-0.871, 0.039,-2.434,-0.589, 0.036,-0.320,-0.558,-0.297, 0.777, 1.028, 1.000,INDPART ,  29, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    26.590,   11065853940.000,   4.295,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM1X1,CHCX  ,12646Y10,CTGX MNG INC                     ,-0.696, 0.528,  26.048,  32.637,-0.193, 0.997,-5.020,-5.066,-2.719, 0.953,-3.074, 0.187, 1.977, 1.688,-1.690,-1.348, 1.000,CMPTRSW ,  41, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.080,       2562720.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM2E1,CABGY ,14279520,CARLSBERG AS                     , 2.055, 1.116,  21.328,  31.721, 0.494,-1.086,-0.856, 0.043,-1.865,-0.533, 1.545, 0.008,-0.104,-0.076, 1.452,-0.506, 1.000,ALCOHOL ,   9, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    19.410,   11535168900.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM2L1,TEXS  ,88312P10,TEXSTAR OIL CORP                 ,-1.428, 1.282,  47.874,  56.495, 2.142, 1.085,-5.020,-5.066,-3.186,-3.721,-2.782,-1.160, 2.445, 2.710, 0.253,-0.583, 1.000,ENGYRES ,   5,  93,CONSTRUC,  19,   7,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.500,      41451000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM2M1,PVCT  ,74373F10,PROVECTUS PHARMACEUTICAL INC     , 0.685, 1.033,  40.783,  47.558, 2.291,-1.374,-4.593,-5.066,-2.152,-0.633,-5.000,-0.993, 1.996, 0.360,-0.600,-0.861, 1.000,DRUGS   ,  37, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.760,      97755000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM2P1,SPW   ,78463510,SPX CORP                         , 1.578, 1.341,  17.076,  28.140, 0.066,-0.560,-1.754,-0.410, 1.215,-1.241,-0.407, 0.709,-0.078, 0.687, 0.592,-0.302, 0.000,INDPART ,  29,  68,ELECEQP ,  38,  32,        ,   0,   0,        ,   0,   0,        ,   0,   0,    74.040,    3464553720.000,   1.546,     0,     0,     0,     1,     1,     0,     0,     0,     0,     1,     0
USAM2R1,SIGI  ,81630010,SELECTIVE INS GROUP INC          , 1.036, 0.976,  18.613,  25.716, 0.726, 0.142,-2.485,-1.354,-1.712,-0.152,-0.032, 1.202, 0.274,-0.229,-1.314, 0.139, 0.000,PRPTYINS,  48, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    22.930,    1273325830.000,   2.459,     0,     0,     0,     0,     0,     0,     1,     1,     0,     1,     0
USAM331,CRWTF ,M2674410,CROW TECHNOLOGIES 1977 LTD       , 2.228, 1.943,  44.733,  57.829, 4.771, 1.367,-5.020,-5.066,-2.477, 0.190,-1.684, 0.491, 1.346, 1.681, 0.608,-0.690, 1.000,DEFAERO ,  42, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     3.450,      15083400.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM3B1,SBR   ,78568810,SABINE ROYALTY TR                , 0.838, 0.958,  18.452,  29.228,-0.051,-0.848,-2.935,-2.297,-1.782,-0.888, 0.144,-1.132, 1.184, 0.178, 0.047, 2.465, 0.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    53.380,     778227020.000,   7.266,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM3C1,SADL  ,78632710,SADLIER WILLIAM H INC            , 0.582, 0.666,  21.432,  29.011,-0.403,-0.534,-5.020,-5.066,-2.442, 0.294,-1.230, 0.758, 1.106, 1.347, 0.739,-0.149, 1.000,PUBLISH ,  20, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    47.230,      41940240.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM3O1,SFE   ,78644920,SAFEGUARD SCIENTIFICS INC        , 1.897, 1.245,  25.934,  36.597, 0.687,-0.857,-3.590,-4.288,-1.222,-1.432,-2.407, 1.781, 4.624, 0.315, 0.879, 0.153, 1.000,SECASSET,  51, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    14.540,     305005580.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM3V2,SWY   ,78651420,SAFEWAY INC                      , 0.752, 1.049,  23.280,  30.476, 0.671, 0.556,-1.337,-0.125, 1.796,-0.785, 0.056, 0.230, 1.025, 1.014,-0.205, 0.589, 0.000,GROCERY ,  12, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    25.900,    6244490000.000,   3.387,     1,     1,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM3Z1,ISEC  ,46427820,ISECURETRAC CORP                 , 0.721, 1.927,  48.349,  61.239, 3.466,-3.340,-5.020,-5.066,-2.906, 0.626,-2.331, 2.826, 1.863, 2.444, 0.034,-1.050, 1.000,INFOSVCS,  45, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.100,       4880700.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM4I1,JOE   ,79014810,ST JOE CO                        , 1.335, 1.316,  21.357,  31.446, 0.509,-0.389,-2.158,-0.852,-0.527,-0.937,-1.723,-0.376, 0.646,-0.026,-0.392,-1.050, 0.000,CONSTRUC,  19,  75,FOREST  ,   3,  25,        ,   0,   0,        ,   0,   0,        ,   0,   0,    19.310,    1782197140.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM4M1,STJ   ,79084910,ST JUDE MED INC                  , 0.922, 1.050,  17.809,  25.140, 0.298, 0.097,-0.681, 0.072, 0.631, 0.296, 0.153,-0.341,-0.480,-0.182, 0.420, 0.004, 0.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    50.410,   14284328830.000,   2.178,     1,     1,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM4P1,NSYC  ,63785810,NATIONAL STK YDS CO              , 0.411, 0.617,  24.719,  30.883,-0.496,-0.267,-5.020,-5.066,-2.664, 0.282,-2.232, 0.585, 1.677, 2.545, 0.532,-0.912, 1.000,INDSVCS ,  46, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,   205.000,       9020000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM4T1,TRV   ,89417E10,TRAVELERS COMPANIES INC          , 0.641, 0.765,  10.865,  17.788,-0.581, 0.247,-0.114, 0.102, 0.066,-0.709, 0.978, 1.216,-0.110,-0.616,-0.460, 0.199, 0.000,PRPTYINS,  48, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    79.900,   30075798200.000,   2.581,     1,     1,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM4Z1,ALSMY ,02124420,ALSTOM                           , 2.580, 1.739,  23.453,  38.566, 1.505,-1.679,-0.952, 0.020,-1.805,-0.335, 0.443, 0.109,-0.153,-0.141, 2.069,-0.252, 1.000,HEAVYELC,  27, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     3.490,   10766161400.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM541,SAL   ,79522610,SALISBURY BANCORP INC            , 0.127, 0.493,  18.425,  25.027, 0.174,-0.089,-4.957,-5.066,-2.237,-0.166,-0.156, 2.051, 1.224, 1.460, 0.331, 0.890, 1.000,THRIFTS ,  50, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    27.000,      46170000.000,   4.011,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM5C1,STBV  ,86272010,STRATEGIC GLOBAL INVTS INC       ,-3.000, 1.606,  48.736,  59.369, 2.767,-3.854,-5.020,-5.066,-2.830, 0.599,-3.269, 0.428, 2.155, 1.794,-0.915,-1.256, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.009,        737982.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM5Q1,SJT   ,79824110,SAN JUAN BASIN RTY TR            , 0.808, 1.024,  19.244,  30.036,-0.077,-1.114,-2.918,-2.257,-1.203,-1.839,-0.148,-1.102, 1.229, 0.174,-0.318, 0.583, 0.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    16.650,     776039850.000,   3.376,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM5T1,SNDTF ,79977430,SAND TECHNOLOGY INC              , 0.756, 2.002,  59.139,  70.462, 4.324,-1.979,-5.020,-5.066,-2.870, 1.176,-2.349,-1.033, 2.109, 3.863,-1.449,-1.050, 1.000,CMPTRSW ,  41, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.070,       1452080.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM5X1,SAFM  ,80001310,SANDERSON FARMS INC              , 0.221, 0.614,  21.770,  25.319,-0.278, 1.314,-2.349,-1.128,-0.578, 1.280, 0.460,-0.158, 1.307, 0.231, 0.006,-0.415, 0.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    65.480,    1507022200.000,   1.313,     0,     0,     0,     0,     0,     0,     1,     1,     0,     1,     0
USAM661,JBSS  ,80042210,SANFILIPPO JOHN B & SON INC      , 0.705, 0.830,  24.820,  31.719, 1.070, 0.417,-4.004,-5.066,-1.757,-0.364, 0.822, 2.101, 0.574, 0.857, 1.154,-1.050, 1.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    21.650,     180192950.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM6A1,FOHL  ,35582T10,FREDERICKS HOLLYWOOD GROUP INC   , 1.517, 2.294,  47.767,  65.025, 4.938,-3.344,-5.020,-5.066,-2.615,-0.447,-2.185,-3.558, 1.610, 5.001, 1.061,-1.050, 1.000,CLOTHING,  16,  71,APPAREL ,  15,  29,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.200,       7828600.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM6N2,SSLTY ,80302170,SANTOS LIMITED                   , 1.277, 1.314,  20.625,  33.869, 0.613,-0.787,-0.852, 0.043,-2.525, 1.021,-0.361, 0.931, 0.582, 0.280,-0.507,-0.133, 1.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    13.130,   12704469830.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM6T1,CPSL  ,16941J20,CHINA PRECISION STEEL INC        , 2.267, 2.118,  37.891,  57.524, 2.756,-5.000,-5.020,-5.066,-2.219,-1.585,-0.818, 5.000, 3.506, 1.330, 0.873,-1.050, 1.000,MINING  ,   1, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.320,       5122920.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM6Z1,SSL   ,80386630,SASOL LTD                        , 1.405, 0.997,  13.602,  22.843,-0.153,-0.679,-0.152, 0.102,-1.824,-0.087, 0.878, 0.088, 0.157,-0.483, 0.375, 0.619, 1.000,CHEMICAL,   4,  52,OILREF  ,   6,  33,ENGYRES ,   5,   8,MINING  ,   1,   7,        ,   0,   0,    46.810,   30375617530.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM741,SATI  ,82968510,SISCOM INC                       , 0.002, 0.713,  27.642,  34.748,-0.051,-0.895,-5.020,-5.066,-2.898, 1.019,-3.527, 0.327, 2.418, 2.054, 0.014,-1.466, 1.000,CMPTRSW ,  41, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.100,        513200.008,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM7Y1,SDNA  ,81567710,SEDONA CORP PA                   , 0.707, 1.836,  56.541,  67.335, 4.393,-0.560,-5.020,-5.066,-3.033, 0.752,-3.499,-3.981, 2.500, 3.339,-0.793,-1.124, 1.000,CMPTRHW ,  40, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.013,       1613925.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM8O1,AWAY  ,43739Q10,HOMEAWAY INC                     , 0.625, 1.054,  30.005,  36.624, 0.797,-0.551,-2.007,-0.665,-0.226, 1.461,-1.185,-0.557,-0.114,-0.162, 1.820,-1.050, 0.000,INTERNET,  53, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    31.540,    2688974240.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM8X1,SLB   ,80685710,SCHLUMBERGER LTD                 , 1.486, 1.184,  14.438,  28.056,-0.085,-0.742, 0.817, 0.154,-0.128, 0.345, 0.059,-0.208,-0.419,-0.511, 0.564,-0.191, 0.000,OILSVCS ,   7,  95,ENGYRES ,   5,   5,        ,   0,   0,        ,   0,   0,        ,   0,   0,    80.940,  107605683000.000,   1.776,     1,     1,     1,     0,     0,     0,     0,     0,     0,     1,     0
USAM8Z1,SCHL  ,80706610,SCHOLASTIC CORP                  , 1.171, 1.131,  22.419,  30.051, 0.471,-0.810,-2.736,-1.842,-1.277,-0.894, 0.088, 1.349,-0.369, 0.243, 0.238,-0.169, 0.000,PUBLISH ,  20,  67,ENTRTAIN,  24,  33,        ,   0,   0,        ,   0,   0,        ,   0,   0,    29.510,     941250960.000,   1.821,     0,     0,     0,     1,     1,     0,     0,     0,     0,     1,     0
USAM971,SHLM  ,80819410,SCHULMAN A INC                   , 1.314, 1.114,  23.537,  31.194, 0.553,-0.212,-2.891,-2.191,-1.408,-0.033, 0.273, 0.704,-0.239, 0.475, 0.140, 0.422, 1.000,CHEMICAL,   4, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    26.960,     796668000.000,   3.042,     0,     0,     0,     0,     0,     0,     1,     1,     0,     0,     0
USAM9A1,AZZQF ,W0289N10,AGROKULTURA AB                   ,-999.0, 0.975,  35.496,  41.324, 1.917, 0.298,-4.564,-5.066,-1.649, 0.274,-1.612, 0.129, 1.245, 1.414, 0.181,-0.528, 1.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.620,      86185580.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM9B1,SCHW  ,80851310,SCHWAB CHARLES CORP NEW          , 1.308, 1.426,  20.579,  31.467, 0.690, 0.534,-0.195, 0.101, 0.501, 0.534,-0.609,-0.245,-0.368,-0.769,-0.677,-0.349, 0.000,SECASSET,  51, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    20.880,   26725961520.000,   1.448,     1,     1,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAM9J1,BLRX  ,09071M10,BIOLINERX LTD                    , 3.385, 1.988,  50.174,  64.351, 4.433,-3.579,-5.020,-5.066,-1.705, 1.049,-4.142,-0.404, 2.483, 1.420, 0.857,-1.225, 1.000,BIOTECH ,  55, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.890,      43828533.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM9M1,LTTC  ,51841410,LATTICE INC                      , 0.575, 1.636,  46.287,  56.567, 3.589, 0.883,-5.020,-5.066,-2.531,-1.601,-3.792,-2.686, 2.431, 3.486,-0.852,-1.050, 1.000,ELECEQP ,  38, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.120,       4059000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAM9V1,SCND  ,80875710,SCIENTIFIC INDS INC              , 0.043, 1.313,  33.785,  43.015, 1.840, 0.461,-5.020,-5.066,-2.620, 1.087,-0.169, 2.622, 1.016, 1.129, 1.343,-0.464, 1.000,ELECEQP ,  38, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     3.145,       4208010.000,   1.212,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMA11,CTVZ  ,16948G10,CHINA TRAVEL RESORT HLDGS INC    ,-3.000, 2.006,  46.594,  60.488, 3.627, 0.000,-5.020,-5.066,-3.497, 0.018,-4.282, 1.335, 4.696, 4.488,-1.498,-1.849, 1.000,CONSTRUC,  19, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.005,           855.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMAC1,SCIXF ,M8238210,SCAILEX CORP LTD                 , 1.489, 2.243,  47.572,  64.306, 4.251,-2.400,-5.020,-5.066,-2.744, 1.091, 0.002, 5.000, 2.477, 3.133, 0.958,-1.050, 1.000,CMPTRHW ,  40, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.020,      28503900.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMAE1,KSGT  ,49006410,KENSINGTON INDS INC              , 2.043, 1.357,  42.831,  53.634, 3.360, 5.000,-5.020,-5.066,-3.133, 0.495,-3.247, 1.033, 3.090, 3.719,-0.957,-1.290, 1.000,INDSVCS ,  46, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.001,         46431.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMAG1,SCPJ  ,80916310,SCOPE INDS                       , 0.394, 0.510,  20.673,  25.895,-0.101, 0.604,-3.530,-4.071,-2.572, 0.145,-0.744, 0.480, 0.242, 0.985,-0.556,-0.304, 1.000,ENVSVCS ,  26,  96,INDSVCS ,  46,   3,ENGYRES ,   5,   1,        ,   0,   0,        ,   0,   0,   312.000,     311688000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMB11,SLGD  ,81020210,SCOTTS LIQUID GOLD INC           ,-0.346, 1.205,  44.091,  52.091, 3.000, 3.032,-5.020,-5.066,-2.638,-1.057,-4.329, 2.940, 1.993, 2.025, 3.153,-1.050, 1.000,HOMEPROD,  11, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.450,       5073300.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMBB1,SSP   ,81105440,SCRIPPS E W CO OHIO              , 2.493, 1.356,  29.017,  38.125, 1.699, 1.113,-2.757,-1.886,-0.403,-1.452,-2.120, 0.514, 1.289,-0.406, 0.654,-1.050, 1.000,MEDIA   ,  21,  70,PUBLISH ,  20,  30,        ,   0,   0,        ,   0,   0,        ,   0,   0,    15.210,     866970000.000,   0.000,     0,     0,     0,     0,     0,     0,     1,     1,     0,     0,     0
USAMBN1,MSAH  ,56166J10,MAN SHING AGRIC HLDGS INC        ,-1.340, 1.904,  60.984,  71.592, 4.845, 1.395,-5.020,-5.066,-2.918, 3.368, 3.260, 5.000, 1.493, 1.192,-0.864,-1.050, 1.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.200,       9640577.300,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMBR1,AKGC  ,01170610,ALASKA GOLD CORP                 ,-2.355, 1.403,  48.704,  57.627, 1.505, 0.065,-5.020,-5.066,-1.570,-2.736,-3.433, 1.804, 3.940, 3.325, 5.002,-0.828, 1.000,MINING  ,   1, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.005,        180765.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMCA1,SEB   ,81154310,SEABOARD CORP                    , 0.798, 0.721,  16.203,  20.861,-0.354, 0.009,-1.798,-0.449,-1.954,-0.288, 0.255, 0.850,-0.104,-0.185, 0.593,-0.674, 0.000,FOODBEV ,   8,  82,TRUCKFRT,  34,  14,ELECUTIL,  30,   4,        ,   0,   0,        ,   0,   0,  2680.000,    3194560000.000,   0.777,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAMCF1,SBCF  ,81170730,SEACOAST BKG CORP FLA            , 1.206, 1.031,  26.221,  35.819, 1.746, 0.068,-3.844,-5.066,-1.993,-0.405,-2.452, 0.379, 1.351, 0.902,-1.485,-1.050, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     2.060,     195516660.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMCU1,SHWK  ,81201520,SEAHAWK DEEP OCEAN TECH INC      , 3.590, 1.917,  43.084,  57.067, 4.019,-1.342,-5.020,-5.066,-3.579, 0.312,-3.196, 0.850, 2.744, 2.785,-3.340,-1.150, 1.000,TRUCKFRT,  34, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.002,         65499.400,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMCW1,LPTC  ,52186M10,LEAP TECHNOLOGY INC              ,-2.326, 0.437,  23.430,  30.863,-0.755, 0.629,-5.020,-5.066,-3.511,-0.164,-3.279,-3.981, 1.936, 5.001, 1.170,-0.934, 1.000,TRUCKFRT,  34, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.020,       1303920.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMCZ1,SEE   ,81211K10,SEALED AIR CORP NEW              , 1.440, 1.400,  25.561,  35.062, 0.930, 0.597,-1.453,-0.189, 1.192, 0.421,-2.560,-0.356, 1.701, 1.692,-0.814, 0.103, 0.000,CHEMICAL,   4, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    28.400,    5561827600.000,   2.384,     1,     1,     1,     0,     0,     0,     0,     0,     0,     1,     0
USAMEB1,SNFCA ,81478530,SECURITY NATL FINL CORP          , 0.673, 1.244,  42.080,  49.749, 2.393, 2.369,-4.764,-5.066,-1.149, 0.968, 1.502, 2.384, 0.987, 0.722, 3.787,-1.050, 1.000,FINSVCS ,  52,  59,MEDPROVR,  35,  28,LIFEINS ,  47,  13,        ,   0,   0,        ,   0,   0,     5.970,      67114740.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMER1,SBBG  ,81600630,SEIBELS BRUCE GROUP INC          ,-0.817, 0.241,  19.822,  25.540,-1.114, 0.021,-5.020,-5.066,-2.846,-0.043,-2.161, 1.569, 1.907, 1.381,-0.253,-0.357, 1.000,PRPTYINS,  48,  93,FINSVCS ,  52,   7,        ,   0,   0,        ,   0,   0,        ,   0,   0,  5200.000,      31200000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMEY1,IIN   ,46121H10,INTRICON CORP                    , 0.418, 1.380,  32.307,  42.898, 2.251,-2.071,-5.020,-5.066,-2.613,-1.360,-1.116, 1.338, 2.196, 1.285,-1.568,-1.050, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     3.970,      22636940.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAMFT1,SMTC  ,81685010,SEMTECH CORP                     , 0.938, 1.167,  25.358,  34.669, 0.771,-0.001,-2.177,-0.877,-0.665, 0.741, 0.047,-0.152, 0.005, 0.458, 0.332,-1.050, 0.000,SEMICOND,  39, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    29.720,    2005981120.000,   0.000,     0,     0,     0,     1,     0,     1,     0,     0,     0,     1,     0
